number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp_K
7,107.289114285714,81.2455033333333,79.3035182884462,64.6652567244565,1.71038674404374,1.58378961980557,192.981,26.80072,71.6013913223046,58.9886025067384,783.371428571429,715.45,753.796142764974,694.832018412026,1.90454415815769,1.64785809113254,764.1,241.091666666667,236.973432593407,197.13893746966,146.571428571429,161.275,134.61335124732,152.077834952929,1.87797332643994,1.52416962348651,171,47.475,50.4801436008178,45.1521432676973,5785.91842857143,5452.11908333333,1669.31286573732,2306.5769628653,1.62425763287196,1.26077107455493,11338.571,2986.54758333333,4113.47329094914,3883.40864078487,84.8285714285714,68.77,43.200780127162,29.8921450163332,1.57463133093957,1.19763077560165,187.83,39.0516666666667,66.6016002443037,57.0195644055617,9.00457142857143,9.57191666666667,5.63666403993691,7.36169445471289,1.73379823333557,1.38392652766085,17.278,4.34816666666667,5.19378251530872,3.66710478348459,97.2895114285714,191.135548333333,12.9931120836356,53.9086092558289,1.05397839706022,0.763418777405336,399.97342,133.331118333333,139.522787421177,164.45040454655,3.28571428571429,2.48333333333333,2.94471340036069,2.32054729311575,1.83601155216837,1.68761632029866,4,0.616666666666667,1.57790871674104,1.09531832004318,102.7
4,104.19317375,112.961159571429,99.3857388115066,110.871120104107,1.3436033578253,0.831894504239157,81.182805,76.9614404285714,29.383074034073,19.0731064583189,643.925,581.822857142857,636.746282016711,578.532321320828,1.37514800160971,0.959124280502597,218.0,357.457142857143,96.0601992242365,66.3374666199352,166.5,160.771428571429,165.976462630054,160.436344881968,1.38313253872783,0.926012741333634,33,101.542857142857,13.2759180473518,10.7360160588706,8837.25,7651.28571428571,8579.45069498336,7567.45722942782,1.35573510302389,0.971303660328577,5761.0,4510.0,2236.25640021443,1290.34931198446,64.575,41.0142857142857,58.0441290365347,37.6848262335127,1.28365784325658,1.20541267728384,80.8,16.1257142857143,29.6359895228757,20.68349435602,11.665,5.74285714285714,8.9102268168959,4.49150556104714,1.16128839513242,1.31240289500097,18.44,1.54285714285714,7.58153513478636,5.32306494495073,85.75,77.2857142857143,60.6491123723168,64.7973017364438,1.1734734821814,0.777111273405152,139.0,57.0,49.8315913853852,31.4629681903494,4.25,3.4,4.11953428781424,3.33334598980595,1.35458107521317,1.05337547982401,3,1.8,1.08972473588517,0.763450812336422,1.43
5,74.23165,51.3830684324324,60.5152205498845,35.041479127953,1.45374713602643,1.29745758320252,121.3276,21.1618506563707,39.4458745649529,44.2233385216675,816.36,1002.54366332046,771.891022146416,936.471981858749,1.55250636371223,0.897612170939065,810.6,704.063402316602,282.395259167005,342.455177290025,160.0,114.793212355212,139.595298984601,89.9005604424789,1.50121758487734,1.3455366877092,205,38.9713822393822,69.9228145886591,79.2792853912787,4816.6858,2962.54869111969,1074.9034884109,67.3215655140265,1.32221306724433,0.825103927961861,8958.571,2068.47416602317,3084.72934185263,3639.68996744109,62.09,108.955511969112,26.1868243919949,86.1015620304684,1.13042757181707,0.764464279590457,141.0,76.4757567567568,57.6447430387195,49.5804989232581,8.0144,5.26559266409266,4.54968458544814,1.34566120604192,1.38465705322041,1.05023562029048,12.878,3.02006293436293,4.43821466808445,5.64716229692601,111.005316,96.5699406177606,13.1311731511324,1.11119186116912,0.785623847019654,0.210590836205029,399.97342,92.362569034749,150.600199073704,166.456231676902,2.2,2.07722007722008,2.1689435423954,2.06361072482482,1.59416669911802,1.20852722732625,1,1.07192277992278,0.4,0.266940324593724,88.0
3,50.61935,41.8469102040816,37.8899002764197,26.5789720133916,0.880507038788688,0.643753990450334,76.89515,30.5800469387755,31.3931400027405,36.65698572868,783.733333333333,895.157142857143,757.325357599451,863.0750881625,1.06309463224735,0.689828281719128,470.3,616.022448979592,213.992092273419,229.540352594893,150.0,124.510204081633,134.421557978955,106.280405807639,1.00583610744966,0.819425364776514,145,70.8979591836735,61.0300472445063,69.6958765064273,4280.66666666667,3229.71428571429,3952.60863202393,3024.24896070283,1.02650251075582,0.906695190929133,3850.0,1393.38775510204,1577.56802987665,1209.15764236167,79.5333333333333,105.522448979592,63.1465617758352,82.3032871384886,0.877111075204917,0.439171906210038,124.3,89.8448979591837,54.3265639954853,60.1952376762519,46.4,67.2612244897959,30.1076135161357,43.6406036045274,0.713934957397431,0.305211963184171,93.6,61.2122448979592,41.6970022903326,45.4960003459669,62.6666666666667,90.3673469387755,41.941718103507,60.6779583233866,0.734058083291131,0.323980466681038,123.0,81.5918367346939,54.9808047311868,59.8258335700308,4.0,3.6734693877551,3.91486764116886,3.63178089450953,1.0775563270668,0.804915453041602,2,2.16326530612245,0.816496580927726,0.549127512125458,11.5
4,96.03285,54.93948,69.5159297775648,35.9974928151234,1.15978434520397,1.341909982425,151.2596,9.77725333333333,59.6638915296974,50.739865238176,785.4,1004.72,731.040719484406,940.655034892717,1.31118116342259,0.87815269333251,810.6,661.586666666667,316.982341779475,338.091920834162,168.0,113.066666666667,141.24059875603,89.2038145107314,1.25366237079374,1.33268376874445,205,23.6,79.8717722352522,77.4015216617578,5384.35725,3462.49546666667,798.942947407027,74.6737545227178,1.02538153140938,0.833036294415244,9064.571,2388.5712,3834.99824183567,4067.15174281314,82.3375,113.466666666667,60.7214928257155,94.5577920831499,1.1640132003214,0.803975849377208,127.05,73.94,51.12571973821,44.6940923264909,10.3055,6.00506666666667,4.63865243992239,1.43327481139129,1.06218814610639,1.0330983892376,19.678,3.37493333333333,7.19124403354524,6.68297282618713,108.256645,110.080842666667,7.31972361760292,1.25724833696956,0.322568040177833,0.157799126964585,399.97342,106.652490666667,168.575647677736,174.948778564645,2.25,2.06666666666667,2.21336383940064,2.05479931812743,1.36892236074022,1.18114958513808,1,0.866666666666667,0.433012701892219,0.249443825784929,80.0
3,92.0973333333333,82.4936,86.476346114918,78.519812012919,1.03357942206852,1.09705109715006,76.57,3.6336,34.1562490654671,29.0962034746803,681.7,710.02,673.722959044975,704.178533116104,1.08735053995749,1.01404937479845,219.9,195.98,100.313408874387,85.2244190358608,151.666666666667,145.0,149.675223233791,143.464864266852,1.08528327070203,1.08217644827619,60,21.0,24.9443825784929,21.9089023002066,6990.66666666667,7051.0,6832.95494771465,6862.11559316131,1.07581835241178,1.02090838188442,3637.0,2246.2,1500.04318456355,1636.55577356838,97.3,106.46,90.6159162992063,101.457448859037,1.03678962674341,0.943965043597578,69.0,37.9,32.3864169058573,27.481310012443,16.8,19.06,13.1831856614696,15.7018890448613,0.882523660430033,0.789503810834149,26.3,11.62,11.0510934602268,10.7659834664558,157.0,186.2,64.1506865999165,91.2773522555164,0.488991128884144,0.446822930049388,389.0,157.8,172.987475461857,175.481508997387,3.33333333333333,3.2,3.1748021039364,3.0314331330208,1.05492016798614,1.03972077083992,2,0.8,0.942809041582063,0.979795897113271,2.0
4,93.59135,58.4425555555556,65.5460052844539,36.1706141808712,1.10306751461599,1.27493522731306,191.2006,15.9615555555556,70.4730731149671,60.4286321199757,830.575,1013.74444444444,787.251471507194,949.442368925445,1.33025783729571,0.895755242911046,764.1,650.033333333333,288.422141790467,340.162690197601,141.5,108.555555555556,123.778016451102,86.5628327042981,1.27968692135499,1.27887527254468,171,32.5555555555556,61.0675855098267,71.5885017321002,5732.85725,2840.79388888889,786.099029986886,54.4223233490628,0.964376576984742,1.05563044888596,11338.571,1259.20611111111,4591.60900574436,4083.57170648263,76.3825,98.0066666666667,44.9528342067083,60.5836816067225,1.05919575098118,0.638124612232946,135.97,77.7155555555556,56.4077026544248,58.5798044456354,6.523,3.88666666666667,3.24569838214824,1.08913474635627,1.05961215381245,1.10678129340596,12.878,1.65444444444444,4.69611722596445,4.55404240452614,117.506645,56.1258777777778,10.6828655887678,0.84832035874747,0.524673998772068,0.645795816083972,399.97342,44.4296777777778,163.721374772716,122.621357631055,2.5,2.22222222222222,2.37841423000544,2.16011947778461,1.33217904021012,1.22060726455302,2,0.888888888888889,0.866025403784439,0.628539361054709,20.0
6,84.188275,58.2679085357846,63.6242754788069,35.505145754006,1.54595952023815,1.41833425133609,192.981,26.8595019697965,61.41206350532,63.9048739203447,752.466666666667,1011.20768220617,717.928615900725,951.229841408074,1.73970675652369,1.02469289685279,764.1,705.533355219961,259.357871589731,331.913710257955,160.166666666667,105.04530531845,144.130036670764,85.6059911917839,1.7119928218524,1.63387159455003,171,24.5462902166776,58.3078515772581,65.8686284509344,4565.5715,2913.85165265922,1147.47893711504,61.0089554520001,1.41713512335629,1.13973879490301,9778.571,1283.53508404465,3655.62414443752,3966.72197185214,66.1,106.178332239002,32.7981780734071,69.7828843505872,1.38160146504613,0.827785936450011,138.63,76.8000656598818,54.9016056231509,52.2308819272357,8.69366666666667,4.90880236375575,5.3961487492115,1.29028388027183,1.61357762387019,1.45919578987365,12.878,1.64543663821405,4.16096630069934,5.26811728256847,110.00443,72.2861952330926,14.7076059645993,0.924098304521417,0.969184034079201,0.790693477724734,399.97342,52.5135421273802,146.612955878592,137.22239399966,2.66666666666667,2.4005252790545,2.49288287167843,2.26174478003389,1.71707598019888,1.39274126290476,3,1.06106369008536,1.10554159678513,1.01391486902963,93.0
6,110.320616666667,107.8495875,78.2410666140215,81.7864938562771,1.53569548555124,1.54336336472803,188.3839,32.331825,74.9934181311582,67.6502385453007,790.816666666667,749.05,745.486816801767,709.563909991345,1.73090346720266,1.73384110315212,810.6,112.6375,284.502029381553,263.846181514912,161.166666666667,170.625,144.524685587656,155.066359251344,1.70733389361897,1.60009860212561,205,57.25,61.5126454930655,61.929269130194,6567.5715,6484.428625,1495.15859793629,2080.73770802249,1.40821838522103,1.43085504489925,13532.571,2239.821375,5160.7151571006,4674.59946546608,50.6533333333333,54.90875,17.7919076956343,22.1888781860807,1.13828446183411,1.08740679258561,141.0,29.7875,57.6947691640142,56.8568655567426,6.05866666666667,7.1815,3.5227039801952,4.59941156502146,1.49587843384222,1.33857798443436,12.878,3.24725,4.30562293854082,4.39450574581488,112.05443,136.2908225,15.6359965328804,23.8649613938834,1.0046968499222,0.821819926476956,399.97342,99.9966775,145.586010666517,163.642668765165,2.16666666666667,2.125,2.13982638786733,2.10397901101729,1.77823330579971,1.74232658886074,1,0.25,0.372677996249965,0.330718913883074,35.0
5,72.32465,51.4245686001547,58.6371017364918,35.0762704818262,1.44461203001618,1.30137052694047,121.3276,21.1552281515855,40.053511822236,44.232995411847,787.02,1001.9694508894,745.091012254164,935.878051476993,1.55174132140317,0.901375347670861,810.6,702.598685228152,279.181098214045,342.545600064006,162.8,114.91569992266,142.245338798365,89.9993936881679,1.50445986331947,1.35184149022472,205,38.892498066512,69.4244913557168,79.3054235351003,4963.4858,2966.75815699923,1096.14728383779,67.7214591604099,1.3180416651861,0.838227688820694,8958.571,2064.2611778809,3206.84909554637,3639.95166185315,65.23,108.829930394432,42.6550321302085,86.0472002489302,1.25339388367421,0.766717563860768,127.05,76.3481051817479,54.6063146531608,49.6476619953429,9.3044,5.27861252900232,5.16059335658217,1.35008687568845,1.39019736061512,1.06628432369135,13.578,2.99783449342614,4.96386920053299,5.65322901268114,102.805316,96.4241453518948,12.0779352534017,1.11579198009063,0.713636561856581,0.213622612067993,399.97342,92.1744625367363,151.002871308593,166.312923711501,2.4,2.07888631090487,2.35215804504935,2.06500537050668,1.58902691517397,1.21737705924733,1,1.06728538283063,0.489897948556636,0.269561237674656,91.8
2,67.4025,67.2857575757576,66.4042257691481,66.2881663982253,0.678373316815239,0.680024499187666,23.115,10.8766666666667,11.5575,11.5569103767565,849.75,848.834343434344,844.900964610645,843.987549836624,0.687446194319475,0.688466205778393,181.3,82.0666666666667,90.65,90.645375353924,129.5,129.767676767677,126.759615019927,127.025658164715,0.672061177844016,0.670007769639671,53,27.8080808080808,26.5,26.4986480626474,6346.5,6361.92929292929,6159.93555161091,6175.22989531536,0.66389649173122,0.661518106756105,3055.0,1591.60606060606,1527.5,1527.42207229034,106.85,105.944444444444,58.1360473372588,57.4252512878172,0.279956367032756,0.283613968947886,179.3,88.5707070707071,89.65,89.6454263704279,9.6,9.64242424242424,8.6324967419629,8.67350093843647,0.594130022724839,0.590274159932414,8.4,4.2969696969697,4.2,4.19978573068374,39.76,40.1563636363636,6.40936814358483,6.5740578163573,0.0394097371239318,0.0387556590844975,78.48,39.6416161616162,39.24,39.2379981123881,4.5,4.48484848484848,4.24264068711928,4.22781425790949,0.636514168294813,0.639590900918687,3,1.45454545454545,1.5,1.49992347524419,8.0
